DEPT,CAL_N,SGR_N,CGR_N,RESDEEP_N,SP_N,POR_N,RHOB_N,PE_N,DPHI_N,NPHI_N,DTC_N,DTS_N,TCMR,RHOMAA_N,UMAA_N,K_GD_N,K_SDR_N,K_TIM_N
3603.5,12.27,54.553,37.032,10.22,59.727,0.127,2.523,4.47,0.109,0.143,76.44,141.65,0.098,2.72,13.128,,,
3604,12.27,62.58,41.985,9.63,59.688,0.136,2.523,4.49,0.109,0.159,77.56,143.43,0.101,2.732,12.722,,,
3604.5,12.27,64.519,40.658,10.46,59.609,0.143,2.516,4.46,0.114,0.168,78.71,147.64,0.106,2.738,12.201,,,
3605,12.24,69.44,41.534,11.93,59.688,0.152,2.514,4.47,0.115,0.182,77.79,151.23,0.107,2.739,12.051,,,
3605.5,12.3,70.474,41.43,7.32,59.375,0.151,2.498,4.49,0.124,0.175,79.93,155,0.107,2.731,12.099,,,
3606,12.26,72.665,42.94,5.8,59.375,0.146,2.498,4.51,0.124,0.166,80.32,156.47,0.105,2.728,12.402,,,
3606.5,12.23,73.506,42.818,10.16,59.375,0.149,2.498,4.49,0.124,0.17,78.4,151.97,0.1,2.73,12.424,,,
3607,12.28,72.594,43.767,8.84,59.375,0.147,2.511,4.38,0.116,0.172,78.22,149.76,0.095,2.731,12.502,,,
3607.5,12.26,73.505,42.343,10.66,59.375,0.139,2.514,4.29,0.115,0.16,77.19,149.01,0.094,2.731,12.222,,,
3608,12.25,71.706,40.091,11.42,59.453,0.138,2.512,4.24,0.116,0.157,77.84,146.48,0.099,2.724,12.214,,,
3608.5,12.27,72.918,39.706,10.02,59.57,0.154,2.49,4.25,0.128,0.176,80.24,148.25,0.101,2.722,12.195,,,
3609,12.27,76.505,41.167,8.5,60,0.176,2.471,4.26,0.14,0.205,80.09,146.61,0.103,2.72,12.388,,,
3609.5,12.27,77.86,42.997,7.53,59.625,0.167,2.471,4.29,0.14,0.19,78.06,145.6,0.105,2.722,12.467,,,
3610,12.28,76.262,44.18,10.46,59.414,0.154,2.484,4.35,0.132,0.174,76.15,148.55,0.107,2.724,12.492,,,
3610.5,12.32,71.543,41.939,10.62,59.18,0.143,2.493,4.43,0.127,0.157,75.27,143.98,0.104,2.724,12.434,,,
3611,12.36,68.347,40.158,8.15,58.75,0.145,2.508,4.47,0.118,0.168,75.31,143.74,0.099,2.723,12.331,,,
3611.5,12.28,69.315,40.744,10.44,58.75,0.138,2.522,4.5,0.11,0.162,75.85,146.31,0.094,2.719,12.109,,,
3612,12.24,76.731,47.329,9.61,58.516,0.131,2.528,4.5,0.107,0.151,78.42,149.6,0.091,2.718,12.05,,,
3612.5,12.26,94.499,58.238,8.19,57.656,0.147,2.516,4.48,0.113,0.175,80.03,150.1,0.095,2.718,12.215,,,
3613,12.27,102.905,68.832,5.2,57.5,0.164,2.502,4.46,0.122,0.198,79.54,151.83,0.094,2.718,12.556,,,
3613.5,12.28,94.156,64.879,4.49,57.5,0.16,2.514,4.43,0.115,0.195,76.65,156.8,0.088,2.727,12.411,,,
3614,12.3,70.707,49.676,5.83,57.5,0.128,2.53,4.44,0.105,0.147,72.51,151.95,0.082,2.736,12.134,,,
3614.5,12.3,58.752,42.094,6.05,57.305,0.113,2.531,4.38,0.105,0.121,75.37,149.41,0.082,2.748,11.589,,,
3615,12.32,66.748,49.124,5.9,56.914,0.146,2.488,4.31,0.13,0.161,82.15,143.55,0.088,2.758,10.872,,,
3615.5,12.49,82.529,60.269,6.15,56.875,0.186,2.437,4.14,0.159,0.209,90.42,148.94,0.112,2.755,10.384,,,
3616,12.34,104.588,77.231,4.01,56.641,0.236,2.395,3.9,0.184,0.278,97.21,171.01,0.134,2.75,10.204,,,
3616.5,12.34,130.812,99.901,2.72,56.367,0.257,2.386,3.62,0.19,0.31,96.89,189.15,0.154,2.743,10.454,,,
3617,12.21,147.258,112.213,1.86,56.484,0.248,2.402,3.45,0.18,0.301,93.45,209.63,0.172,2.746,10.771,,,
3617.5,12.17,140.248,102.554,2.4,56.25,0.223,2.452,3.45,0.151,0.277,94.06,211.86,0.188,2.746,11.098,,,
3618,12.21,120.305,84.867,2.53,55.938,0.211,2.503,3.51,0.121,0.273,93.63,206.33,0.184,2.747,11.067,,,
3618.5,12.22,107.921,74.809,1.83,55.625,0.22,2.504,3.53,0.12,0.288,100.88,213.33,0.174,2.742,10.882,,,
3619,12.26,110.578,75.503,1.93,56.25,0.229,2.474,3.55,0.138,0.293,101.01,205.35,0.159,2.74,10.575,,,
3619.5,12.25,116.087,77.341,2.62,56.25,0.228,2.434,3.6,0.162,0.28,101.44,209.2,0.143,2.744,10.475,,,
3620,12.28,125.721,81.316,3.94,56.25,0.238,2.425,3.65,0.167,0.292,103.55,201.77,0.138,2.743,10.385,,,
3620.5,12.28,133.156,83.537,4.16,56.25,0.26,2.417,3.64,0.171,0.325,103.94,201,0.139,2.744,10.439,,,
3621,12.3,132.482,81.136,3.67,56.25,0.265,2.416,3.64,0.172,0.333,100.35,211.02,0.137,2.735,10.814,,,
3621.5,12.26,124.524,76.02,3.59,56.406,0.254,2.42,3.69,0.169,0.317,97.34,202.02,0.14,2.734,11.149,,,
3622,12.26,116.848,68.956,3.59,56.25,0.233,2.429,3.77,0.164,0.286,96.86,193.87,0.145,2.736,11.127,,,
3622.5,12.27,116.531,68.262,3.49,55.703,0.222,2.436,3.78,0.16,0.27,99.24,192.8,0.146,2.736,10.874,,,
3623,12.27,118.01,68.96,3.38,55.625,0.227,2.441,3.7,0.158,0.279,101.78,196.96,0.148,2.739,10.392,,,
3623.5,12.27,122.406,73.112,3.28,55.781,0.229,2.441,3.61,0.157,0.282,102.93,201.48,0.145,2.75,9.949,,,
3624,12.27,127.345,75.759,3.29,55.625,0.231,2.443,3.54,0.156,0.287,102.84,210.03,0.145,2.763,9.477,,,
3624.5,12.29,130.329,77.854,3.15,55.441,0.234,2.438,3.52,0.159,0.29,103.47,206.78,0.147,2.762,9.362,,,
3625,12.27,134.512,81.12,3.34,55,0.257,2.421,3.5,0.169,0.321,105.18,207.44,0.147,2.757,9.211,,,
3625.5,12.27,132.411,79.966,3.18,55,0.263,2.398,3.48,0.183,0.325,106.78,207.46,0.143,2.738,9.552,,,
3626,12.27,137.736,81.976,3.15,55,0.285,2.373,3.47,0.197,0.352,107.38,213.56,0.143,2.736,9.699,,,
3626.5,12.27,133.251,83.179,3.18,55,0.285,2.367,3.51,0.2,0.35,104.9,215.44,0.145,2.731,9.918,,,
3627,12.26,131.729,82.539,3.34,55.469,0.278,2.381,3.59,0.192,0.343,102.67,214.11,0.145,2.735,9.944,,,
3627.5,12.28,125.415,79.428,3.47,55.469,0.264,2.401,3.69,0.18,0.327,102.21,209.1,0.142,2.74,9.829,,,
3628,12.27,127.072,79.301,3.47,55.273,0.25,2.415,3.73,0.172,0.309,103.7,206.36,0.139,2.76,9.375,,,
3628.5,12.24,129.732,81.451,3.55,55,0.282,2.415,3.7,0.173,0.359,104.95,209.04,0.137,2.767,9.201,,,
3629,12.29,134.129,82.679,3.36,55,0.282,2.415,3.67,0.172,0.359,103.94,209.62,0.135,2.767,9.494,,,
3629.5,12.27,128.75,78.286,3.35,55,0.278,2.418,3.73,0.171,0.354,100.03,210.01,0.133,2.753,10.142,,,
3630,12.24,122.62,73.754,3.74,55,0.239,2.433,3.88,0.162,0.297,93.8,203.58,0.13,2.737,10.786,,,
3630.5,12.26,112.331,66.96,4.53,55,0.212,2.454,4.01,0.15,0.26,90.83,190.72,0.123,2.73,10.832,,,
3631,12.26,112.375,67.804,4.71,55,0.197,2.473,3.98,0.139,0.241,94.25,186.89,0.124,2.73,10.409,,,
3631.5,12.27,117.904,73.582,3.9,55,0.201,2.464,3.85,0.144,0.244,100.12,186.1,0.127,2.736,9.79,,,
3632,12.27,131.873,79.354,3.17,55,0.235,2.435,3.66,0.161,0.291,105.61,197.72,0.132,2.743,9.436,,,
3632.5,12.28,141.225,84.915,3.03,55,0.254,2.403,3.52,0.18,0.312,108.32,210.75,0.139,2.758,9.392,,,
3633,12.28,142.563,84.217,2.64,55.039,0.267,2.394,3.42,0.185,0.329,109.22,221.64,0.147,2.765,9.735,,,
3633.5,12.29,140.038,83.822,2.69,55.313,0.261,2.4,3.35,0.181,0.322,110.16,227.9,0.153,2.77,10.142,,,
3634,12.32,139.78,83.029,2.76,55,0.274,2.406,3.31,0.178,0.345,111.65,227.57,0.159,2.761,10.691,,,
3634.5,12.29,141.43,85.924,2.88,55.352,0.28,2.406,3.31,0.178,0.354,111.1,230.57,0.164,2.748,10.921,,,
3635,12.29,138.917,85.433,2.88,55,0.27,2.397,3.38,0.183,0.336,108.64,228.85,0.164,2.743,10.971,,,
3635.5,12.31,132.531,82.598,2.88,55,0.26,2.393,3.46,0.185,0.318,106.19,224.11,0.162,2.74,10.76,,,
3636,12.28,126.056,79.84,3.03,55,0.245,2.392,3.56,0.186,0.292,104.32,216.89,0.161,2.751,10.236,,,
3636.5,12.28,122.88,77.868,3.2,55,0.24,2.402,3.58,0.18,0.288,104.69,211.9,0.162,2.757,9.832,,,
3637,12.28,127.112,76.828,3.08,54.805,0.239,2.415,3.53,0.173,0.291,106.53,212.92,0.167,2.761,9.728,,,
3637.5,12.3,132.496,81.977,3.03,54.375,0.254,2.426,3.43,0.166,0.319,110.93,218.83,0.174,2.77,9.778,,,
3638,12.28,137.378,84.677,3.01,54.375,0.277,2.428,3.35,0.165,0.355,110.08,226.76,0.172,2.772,9.78,,,
3638.5,12.3,137.137,84.164,2.91,54.375,0.289,2.428,3.33,0.165,0.374,108.75,229.27,0.166,2.768,10.071,,,
3639,12.28,131.523,81.48,2.61,54.414,0.287,2.423,3.42,0.168,0.37,104.73,223.34,0.156,2.751,10.396,,,
3639.5,12.28,123.722,77.555,2.82,54.961,0.26,2.416,3.58,0.172,0.326,101.39,216.39,0.147,2.74,10.654,,,
3640,12.27,116.526,73.904,3.11,54.766,0.236,2.418,3.72,0.171,0.287,101.08,206.33,0.144,2.74,10.366,,,
3640.5,12.29,121.795,77.453,3.47,54.766,0.224,2.426,3.71,0.166,0.269,103.59,203.72,0.14,2.745,10.115,,,
3641,12.3,129.467,83.246,3.1,54.375,0.239,2.424,3.59,0.167,0.293,106.56,210.69,0.142,2.751,9.79,,,
3641.5,12.28,137.485,88.62,2.7,54.492,0.259,2.409,3.5,0.176,0.322,107.6,216.49,0.148,2.75,9.806,,,
3642,12.29,137.335,87.631,2.56,54.648,0.277,2.395,3.47,0.184,0.345,107.41,220.7,0.152,2.752,9.704,,,
3642.5,12.31,137.905,90.84,2.43,54.648,0.276,2.4,3.45,0.181,0.345,108,225.98,0.153,2.75,9.794,,,
3643,12.3,138.568,89.168,2.46,54.57,0.274,2.407,3.43,0.177,0.345,107.27,225.76,0.144,2.751,9.943,,,
3643.5,12.31,139.345,88.307,2.42,54.609,0.27,2.405,3.4,0.178,0.338,107.63,225.65,0.139,2.753,10.215,,,
3644,12.28,139.353,88.288,2.48,55,0.272,2.392,3.41,0.186,0.337,107.98,224.17,0.139,2.755,10.429,,,
3644.5,12.3,143.709,90.964,2.44,55,0.275,2.383,3.42,0.191,0.338,109.74,224.72,0.143,2.75,10.428,,,
3645,12.29,146.767,91.021,2.2,55.43,0.285,2.381,3.43,0.193,0.355,109.68,229.76,0.146,2.744,10.076,,,
3645.5,12.24,145.483,89.711,2.13,55,0.288,2.385,3.43,0.19,0.361,109.37,232.8,0.151,2.736,9.709,,,
3646,12.28,138.417,83.152,2.36,55,0.272,2.387,3.47,0.189,0.335,106.49,227.31,0.16,2.738,9.545,,,
3646.5,12.28,132.982,77.537,2.63,55.078,0.261,2.392,3.47,0.186,0.319,106.69,221.25,0.164,2.736,9.822,,,
3647,12.28,132.1,75.081,2.67,55.156,0.258,2.397,3.43,0.183,0.315,106.94,219.5,0.161,2.737,10.347,,,
3647.5,12.3,134.364,78.482,2.47,55,0.28,2.398,3.4,0.182,0.351,106.79,223.13,0.148,2.743,10.779,,,
3648,12.31,136.727,77.787,2.35,55.195,0.278,2.391,3.43,0.187,0.346,108.04,224.05,0.15,2.747,10.882,,,
3648.5,12.28,138.71,79.678,2.31,55.156,0.274,2.382,3.47,0.192,0.336,109.3,215.45,0.163,2.746,10.607,,,
3649,12.27,143.532,82.66,2.42,55.625,0.274,2.38,3.45,0.193,0.336,110.32,216.12,0.178,2.737,10.304,,,
3649.5,12.26,146.206,83.549,1.87,55.352,0.276,2.376,3.43,0.196,0.338,110.03,233.56,0.186,2.736,10.045,,,
3650,12.26,140.696,79.533,1.91,55,0.278,2.376,3.45,0.195,0.341,110.18,233.81,0.178,2.734,10.104,,,
3650.5,12.27,134.212,76.907,2.25,55.43,0.276,2.374,3.52,0.196,0.337,107.79,232.13,0.161,2.738,10.126,,,
3651,12.3,132.764,74.371,2.58,55.625,0.267,2.379,3.52,0.193,0.324,108.03,220.02,0.158,2.735,10.195,,,
3651.5,12.27,138.771,77.843,2.85,55.625,0.27,2.385,3.49,0.19,0.331,108.61,217.76,0.162,2.734,10.223,,,
3652,12.27,136.75,77.077,2.96,55.742,0.26,2.387,3.48,0.189,0.316,106.54,224.84,0.169,2.734,10.375,,,
3652.5,12.27,127.327,73.852,3.01,56.211,0.275,2.385,3.56,0.19,0.34,103.79,215.85,0.178,2.738,10.651,,,
3653,12.28,117.335,66.572,2.88,56.445,0.271,2.378,3.71,0.194,0.33,101.97,208.02,0.177,2.744,10.848,,,
3653.5,12.27,117.486,65.045,2.8,56.836,0.256,2.373,3.83,0.197,0.304,100.91,202.49,0.173,2.757,10.869,,,
3654,12.27,120.194,64.718,2.95,56.833,0.241,2.374,3.9,0.196,0.278,101.33,203.28,0.166,2.763,10.879,,,
3654.5,12.3,127.426,68.769,3.03,56.875,0.246,2.383,3.89,0.191,0.29,102.73,206.07,0.159,2.763,10.887,,,
3655,12.28,129.717,71.065,2.82,56.875,0.261,2.388,3.89,0.188,0.317,104.59,208.55,0.154,2.751,10.877,,,
3655.5,12.19,130.639,69.918,2.73,56.875,0.27,2.386,3.89,0.19,0.331,104.67,211.94,0.155,2.74,10.872,,,
3656,12.28,130.961,71.887,3.11,56.914,0.263,2.373,3.92,0.197,0.315,102.52,208.97,0.151,2.736,11.081,,,
3656.5,12.28,126.801,66.413,3.42,56.992,0.264,2.363,3.96,0.203,0.314,101.73,205.39,0.147,2.738,11.561,,,
3657,12.29,128.168,68.348,3.54,57.5,0.257,2.352,4.03,0.209,0.298,101.21,202.29,0.143,2.748,12.073,,,
3657.5,12.28,124.457,65.426,3.85,57.695,0.258,2.35,4.09,0.211,0.298,101.25,197.83,0.138,2.753,12.325,,,
3658,12.27,126.065,64.356,4.03,57.773,0.259,2.347,4.13,0.212,0.299,101.77,199.23,0.142,2.755,12.275,,,
3658.5,12.28,126.453,65.009,3.94,58.125,0.264,2.354,4.11,0.208,0.31,102.14,198.3,0.151,2.745,12.104,,,
3659,12.28,130.306,67.457,3.66,58.125,0.269,2.351,4.09,0.21,0.318,101.89,199.46,0.157,2.741,11.978,,,
3659.5,12.27,132.547,68.008,3.6,57.773,0.264,2.35,4.04,0.211,0.309,101.11,198.7,0.159,2.74,12.036,,,
3660,12.27,132.02,66.178,3.6,58.125,0.264,2.346,4.02,0.213,0.306,100.84,197.37,0.157,2.742,12.36,,,
3660.5,12.26,125.167,61.523,3.85,57.734,0.261,2.35,4.05,0.211,0.303,99.36,193.37,0.159,2.743,12.716,,,
3661,12.26,115.668,56.374,4.06,57.5,0.254,2.352,4.15,0.209,0.292,96.45,187.98,0.16,2.741,12.862,,,
3661.5,12.26,105.742,47.596,3.87,57.734,0.24,2.361,4.25,0.204,0.271,94.12,186.23,0.159,2.74,12.823,,,
3662,12.27,106.385,49.232,3.65,57.422,0.234,2.371,4.27,0.198,0.266,94.29,181.83,0.152,2.739,12.582,,,
3662.5,12.25,117.308,51.472,3.81,56.875,0.246,2.371,4.23,0.198,0.286,95.77,183.45,0.134,2.738,12.336,,,
3663,12.26,129.146,56.509,3.87,56.691,0.262,2.357,4.17,0.207,0.307,98.95,188.57,0.126,2.737,12.126,,,
3663.5,12.23,136.94,60.674,4.18,56.445,0.269,2.337,4.13,0.218,0.311,100.26,193.28,0.124,2.739,12.215,,,
3664,12.24,135.232,55.52,4.72,56.25,0.268,2.329,4.07,0.223,0.307,100.76,198.13,0.13,2.74,12.451,,,
3664.5,12.26,140.626,59.803,4.54,56.25,0.282,2.33,4.03,0.222,0.331,100.94,200.29,0.138,2.741,12.748,,,
3665,12.25,141.327,62.551,4.9,55.742,0.287,2.338,4.05,0.218,0.342,99.59,196.57,0.143,2.738,13.027,,,
3665.5,12.24,144.286,65.993,4.71,55.625,0.282,2.351,4.12,0.21,0.338,97.27,194.12,0.132,2.736,13.21,,,
3666,12.27,135.962,63.642,5.21,55.352,0.251,2.385,4.2,0.19,0.3,93.38,190.76,0.116,2.734,13.366,,,
3666.5,12.27,129.175,61.005,5.66,55,0.211,2.424,4.36,0.167,0.247,87.8,182.46,0.096,2.734,13.338,,,
3667,12.25,119.689,58.568,8.63,54.57,0.169,2.474,4.48,0.138,0.195,81.42,176.9,0.08,2.735,13.165,,,
3667.5,12.25,113.638,58.699,7.41,54.336,0.139,2.514,4.56,0.114,0.16,77.46,167.98,0.078,2.736,12.784,,,
3668,12.26,110.133,58.553,4.69,53.945,0.122,2.545,4.47,0.096,0.144,77.19,167.13,0.089,2.735,12.266,,,
3668.5,12.26,104.858,56.493,3.94,53.75,0.136,2.539,4.31,0.1,0.164,83.12,163.43,0.101,2.734,11.662,,,
3669,12.27,108.237,58.3,4.06,53.477,0.168,2.497,4.1,0.124,0.203,89.37,164.2,0.114,2.733,11.055,,,
3669.5,12.26,109.539,62.823,4,53.125,0.22,2.441,3.9,0.157,0.268,97.08,178.46,0.123,2.732,10.574,,,
3670,12.26,118.528,68.467,3.78,53.242,0.246,2.399,3.71,0.182,0.297,102.27,191.3,0.127,2.736,10.125,,,
3670.5,12.26,123.625,71.41,3.19,53.309,0.272,2.371,3.59,0.198,0.33,105.23,206.72,0.132,2.741,9.77,,,
3671,12.27,130.874,73.795,2.75,53.125,0.277,2.347,3.52,0.213,0.329,107.73,219.72,0.135,2.747,9.667,,,
3671.5,12.26,136.391,75.287,2.38,52.574,0.302,2.329,3.49,0.223,0.364,109.03,221.65,0.135,2.747,9.828,,,
3672,12.27,139.249,78.32,2.18,52.5,0.297,2.324,3.48,0.226,0.355,108.59,225.98,0.131,2.742,10.293,,,
3672.5,12.27,134.01,79.148,2.36,52.461,0.296,2.342,3.49,0.215,0.359,107.46,229.2,0.127,2.732,10.799,,,
3673,12.27,129.968,75.32,2.67,51.914,0.282,2.362,3.52,0.204,0.343,106.08,224.73,0.12,2.736,11.267,,,
3673.5,12.26,122.228,70.135,2.96,51.654,0.285,2.384,3.59,0.191,0.355,104.88,221.61,0.113,2.743,11.782,,,
3674,12.27,116.662,68.7,2.94,51.289,0.261,2.426,3.74,0.166,0.33,97.71,218.33,0.106,2.756,11.762,,,
3674.5,12.26,100.486,60.03,3.33,50.938,0.201,2.48,3.98,0.134,0.25,89.51,208.63,0.105,2.762,11.491,,,
3675,12.25,93.187,56.386,3.8,50.625,0.162,2.515,4.13,0.114,0.199,88.72,182.45,0.113,2.757,11.046,,,
3675.5,12.23,94.215,59.361,3.23,50.625,0.183,2.478,4.08,0.136,0.22,94.25,168.86,0.122,2.749,10.766,,,
3676,12.26,106.18,67.38,2.57,50.508,0.233,2.416,3.85,0.172,0.281,103.36,186.61,0.131,2.741,10.519,,,
3676.5,12.25,112.721,72.329,2.45,50.625,0.255,2.375,3.64,0.196,0.302,104.09,204.1,0.138,2.74,10.451,,,
3677,12.24,115.031,74.472,2.29,50.156,0.251,2.374,3.55,0.197,0.296,102.99,222.5,0.144,2.738,10.405,,,
3677.5,12.24,112.086,74.174,2.4,50.352,0.253,2.388,3.54,0.188,0.305,100.56,222.51,0.146,2.74,10.52,,,
3678,12.27,111.913,71.602,2.49,50,0.248,2.396,3.55,0.184,0.298,99.63,206.56,0.142,2.739,10.695,,,
3678.5,12.27,119.192,77.128,2.5,50.037,0.252,2.401,3.56,0.181,0.307,100,203.38,0.128,2.739,10.885,,,
3679,12.26,129.125,82.79,2.19,50.039,0.251,2.408,3.62,0.177,0.308,101.02,204.47,0.114,2.732,11.027,,,
3679.5,12.27,128.755,81.81,1.84,50,0.225,2.44,3.73,0.158,0.276,91.18,210.49,0.105,2.725,10.984,,,
3680,12.24,123.334,76.446,1.99,50,0.191,2.465,3.79,0.143,0.229,88.03,183.62,0.106,2.717,10.639,,,
3680.5,12.23,127.918,78.883,1.83,50,0.18,2.469,3.72,0.141,0.212,90.28,174.67,0.117,2.717,10.245,,,
3681,12.27,138.859,83.69,1.37,50.156,0.209,2.423,3.54,0.168,0.243,99.83,200.82,0.128,2.719,10.062,,,
3681.5,12.25,146.453,88.796,1.51,50,0.245,2.388,3.41,0.188,0.29,108.14,209.02,0.137,2.725,10.206,,,
3682,12.27,138.314,86.184,1.75,50,0.261,2.366,3.38,0.201,0.308,107.64,232,0.142,2.73,10.279,,,
3682.5,12.27,127.972,78.836,1.85,50,0.267,2.363,3.39,0.203,0.318,107.93,236.86,0.144,2.733,10.254,,,
3683,12.25,116.901,72.715,2.32,50.478,0.261,2.362,3.4,0.204,0.308,107.35,222.06,0.145,2.729,10.275,,,
3683.5,12.27,111.663,71.195,2.23,50.508,0.255,2.374,3.37,0.197,0.301,107.14,235.16,0.151,2.728,10.254,,,
3684,12.26,110.015,71.002,2.32,50.625,0.253,2.383,3.39,0.191,0.302,105.47,223.05,0.158,2.729,10.107,,,
3684.5,12.26,110.833,75.319,2.27,50.586,0.26,2.387,3.42,0.189,0.316,103.8,223.4,0.163,2.732,10.061,,,
3685,12.28,113.055,79.132,2.3,50.625,0.273,2.385,3.45,0.19,0.336,104.56,218.88,0.167,2.733,9.973,,,
3685.5,12.27,112.938,80.509,2.61,50.977,0.276,2.395,3.41,0.184,0.345,105.59,215.55,0.164,2.736,9.982,,,
3686,12.27,113.408,81.09,2.36,51.25,0.261,2.4,3.38,0.181,0.322,105.36,219.93,0.157,2.737,10.111,,,
3686.5,12.27,108.506,76.748,2.23,51.016,0.257,2.397,3.4,0.183,0.314,104.44,217.8,0.149,2.742,10.381,,,
3687,12.28,104.974,75.599,2.39,50.625,0.255,2.383,3.49,0.191,0.306,103.24,218.38,0.143,2.741,10.781,,,
3687.5,12.28,101.403,71.202,2.49,50.699,0.259,2.377,3.59,0.195,0.311,102.27,213.55,0.146,2.74,10.858,,,
3688,12.28,103.809,77.954,2.67,51.133,0.248,2.376,3.67,0.195,0.292,101.94,209.47,0.15,2.732,10.721,,,
3688.5,12.27,106.163,77.636,2.77,51.328,0.243,2.383,3.66,0.191,0.286,102.84,206.67,0.15,2.725,10.201,,,
3689,12.27,105.5,78.655,2.54,51.641,0.254,2.387,3.57,0.189,0.306,103.77,206,0.15,2.719,9.864,,,
3689.5,12.27,101.887,75.957,2.41,51.641,0.262,2.388,3.47,0.188,0.319,104.52,211.54,0.152,2.724,9.495,,,
3690,12.28,100.319,73.712,2.42,51.875,0.264,2.381,3.42,0.192,0.321,105.26,214.82,0.158,2.732,9.54,,,
3690.5,12.28,103.371,73.141,2.42,51.563,0.258,2.372,3.42,0.198,0.307,106.27,216.44,0.164,2.737,9.58,,,
3691,12.27,102.711,74.153,2.45,51.602,0.257,2.361,3.43,0.204,0.3,107.35,218.67,0.163,2.734,9.847,,,
3691.5,12.29,104.468,73.692,2.17,51.484,0.269,2.351,3.42,0.21,0.317,107.66,220.84,0.161,2.731,9.927,,,
3692,12.28,105.965,75.683,2.22,51.875,0.271,2.351,3.44,0.21,0.32,107.51,222.83,0.16,2.739,9.804,,,
3692.5,12.28,107.115,75.228,2.27,51.765,0.283,2.351,3.5,0.21,0.341,106.99,224.93,0.16,2.75,9.559,,,
3693,12.3,104.23,76.033,2.42,51.875,0.277,2.362,3.55,0.203,0.334,106.65,222.58,0.153,2.761,9.318,,,
3693.5,12.28,104.723,73.896,2.5,51.875,0.277,2.365,3.54,0.202,0.336,106.92,220.62,0.151,2.762,9.372,,,
3694,12.28,107.062,78.004,2.32,51.949,0.268,2.367,3.49,0.2,0.321,107.25,219.45,0.15,2.757,9.592,,,
3694.5,12.28,108.224,77.44,2.26,51.992,0.276,2.363,3.43,0.203,0.334,107.82,223,0.148,2.75,9.792,,,
3695,12.27,106.834,74.974,2.14,52.344,0.28,2.357,3.41,0.206,0.338,108.61,228.7,0.149,2.748,9.837,,,
3695.5,12.3,107.775,76.102,2.11,52.5,0.284,2.358,3.39,0.206,0.344,109.47,232.5,0.15,2.756,9.52,,,
3696,12.28,111.714,82.02,2.12,52.148,0.286,2.345,3.38,0.214,0.343,110.63,234.72,0.16,2.762,9.292,,,
3696.5,12.28,113.662,85.324,2.12,51.953,0.295,2.338,3.35,0.218,0.356,111.04,233.13,0.172,2.766,9.056,,,
3697,12.29,117.339,88.112,2.11,51.875,0.31,2.341,3.3,0.216,0.382,110.93,234.93,0.18,2.758,9.41,,,
3697.5,12.3,116.435,86.337,2.05,51.875,0.312,2.353,3.26,0.209,0.388,110.6,238.42,0.18,2.747,9.78,,,
3698,12.29,118.957,87.99,1.98,51.875,0.301,2.36,3.27,0.205,0.373,109.64,237.11,0.167,2.737,10.24,,,
3698.5,12.28,116.1,84.249,1.93,51.875,0.294,2.354,3.36,0.208,0.36,108.42,236.24,0.157,2.741,10.179,,,
3699,12.31,119.862,86.344,2.04,51.875,0.287,2.357,3.43,0.207,0.35,108.51,230.71,0.151,2.754,9.977,,,
3699.5,12.3,119.231,82.537,2.24,51.875,0.298,2.36,3.45,0.204,0.369,109.33,229.04,0.15,2.765,9.645,,,
3700,12.31,126.614,86.147,2.13,51.875,0.292,2.361,3.41,0.204,0.359,110.72,233.9,0.155,2.766,9.651,,,
3700.5,12.36,126.725,87.249,1.93,51.875,0.297,2.353,3.35,0.209,0.365,112.04,239.34,0.163,2.758,9.798,,,
3701,12.38,128.71,86.087,2.01,51.985,0.288,2.338,3.31,0.218,0.345,112.32,241.7,0.167,2.756,9.931,,,
3701.5,12.35,126.899,83.871,2.08,51.875,0.296,2.33,3.29,0.222,0.356,112.85,242.06,0.17,2.754,9.959,,,
3702,12.31,128.905,80.929,2.07,52.188,0.31,2.329,3.27,0.223,0.378,113.01,241.15,0.172,2.755,10.166,,,
3702.5,12.29,130.112,83.25,2.08,51.875,0.328,2.329,3.26,0.223,0.407,112.54,240.2,0.171,2.749,10.335,,,
3703,12.27,128.31,83.031,2.05,51.641,0.323,2.324,3.28,0.226,0.398,111.5,243.26,0.16,2.746,10.343,,,
3703.5,12.28,128.289,82.986,2.1,51.875,0.308,2.325,3.31,0.225,0.373,110.95,237.09,0.153,2.746,9.848,,,
3704,12.27,130.05,84.358,2.12,51.641,0.283,2.342,3.29,0.215,0.338,111.04,232.91,0.152,2.749,9.521,,,
3704.5,12.27,131.977,87.549,2.13,51.25,0.287,2.358,3.24,0.206,0.35,110.96,230.87,0.156,2.752,9.311,,,
3705,12.27,134.623,91.193,2.06,51.25,0.283,2.359,3.24,0.205,0.344,110.93,232.54,0.161,2.752,9.374,,,
3705.5,12.28,134.929,90.828,1.95,51.25,0.294,2.348,3.28,0.212,0.357,111,236.95,0.168,2.756,9.187,,,
3706,12.27,134.738,91.043,1.99,51.406,0.289,2.34,3.31,0.216,0.346,111.14,238.2,0.171,2.755,9.26,,,
3706.5,12.26,134.715,93.176,2.01,51.875,0.303,2.348,3.26,0.212,0.373,111.2,239.26,0.17,2.749,9.317,,,
3707,12.27,132.107,90.464,2.06,51.719,0.293,2.358,3.21,0.206,0.36,110.98,236.58,0.167,2.738,9.637,,,
