DEPT,CAL_N,DPHI_N,DTC_N,SGR_N,NPHI_N,PE_N,POR_N,RESDEEP_N,RESSHAL_N,RHOB_N,SP_N,K_SDR_N_PRE
538.5,7.99,0.294,-999.25,90.08,0.363,-999.25,0.33,6.19,1.585,-999.25,66.33,
539,8.01,0.288,-999.25,94.61,0.38,-999.25,0.337,6.56,1.62,-999.25,66.64,
539.5,8.01,0.286,-999.25,106.71,0.4,-999.25,0.348,6.35,1.593,-999.25,66.37,
540,8.03,0.285,-999.25,102.18,0.399,-999.25,0.347,6.1,1.575,-999.25,66.25,
540.5,7.99,0.284,-999.25,93.1,0.356,-999.25,0.322,5.98,1.558,-999.25,66.25,
541,7.97,0.282,-999.25,93.48,0.346,-999.25,0.316,5.56,1.528,-999.25,66.37,
541.5,8,0.281,-999.25,95.75,0.355,-999.25,0.32,5.93,1.558,-999.25,66.37,
542,7.99,0.282,-999.25,88.19,0.367,-999.25,0.327,6.44,1.585,-999.25,66.72,
542.5,8,0.284,-999.25,105.77,0.347,-999.25,0.317,6.03,1.557,-999.25,66.88,
543,7.99,0.286,-999.25,93.86,0.393,-999.25,0.344,5.96,1.538,-999.25,66.88,
543.5,7.96,0.286,-999.25,105.58,0.37,-999.25,0.331,5.66,1.523,-999.25,67.03,
544,8,0.287,-999.25,97.64,0.357,-999.25,0.324,5.69,1.54,-999.25,67.5,
544.5,8.03,0.288,-999.25,96.88,0.374,-999.25,0.334,6.16,1.582,-999.25,67.5,
545,8.02,0.29,-999.25,96.88,0.369,-999.25,0.332,6.43,1.614,-999.25,67.83,
545.5,8.05,0.286,-999.25,99.53,0.358,-999.25,0.324,6.37,1.611,-999.25,68.13,
546,8.03,0.283,-999.25,94.99,0.4,-999.25,0.346,6.08,1.593,-999.25,68.13,
546.5,8.03,0.285,-999.25,95.75,0.399,-999.25,0.347,5.68,1.578,-999.25,68.13,
547,8.01,0.287,-999.25,90.08,0.391,-999.25,0.343,5.34,1.563,-999.25,67.93,
547.5,8.01,0.288,-999.25,98.02,0.403,-999.25,0.35,5.29,1.571,-999.25,67.79,
548,8,0.285,-999.25,93.29,0.368,-999.25,0.329,5.49,1.592,-999.25,67.54,
548.5,8.04,0.286,-999.25,92.57,0.361,-999.25,0.326,5.76,1.607,-999.25,67.5,
549,8.01,0.286,-999.25,102.87,0.336,-999.25,0.312,5.87,1.615,-999.25,67.42,
549.5,8.02,0.287,-999.25,87.34,0.352,-999.25,0.321,5.5,1.596,-999.25,67.34,
550,8.01,0.289,-999.25,92.25,0.358,-999.25,0.325,5.34,1.584,-999.25,66.88,
550.5,8,0.288,-999.25,94.9,0.388,-999.25,0.342,5.4,1.597,-999.25,66.88,
551,8.01,0.288,-999.25,105.39,0.354,-999.25,0.323,5.43,1.598,-999.25,67.19,
551.5,7.99,0.286,-999.25,97.51,0.362,-999.25,0.326,5.31,1.582,-999.25,66.88,
552,8.01,0.286,-999.25,99.44,0.401,-999.25,0.348,5.27,1.572,-999.25,66.88,
552.5,8.01,0.281,-999.25,98.4,0.361,-999.25,0.323,5.35,1.564,-999.25,66.88,
553,8.02,0.28,-999.25,105.58,0.375,-999.25,0.331,5.23,1.54,-999.25,66.5,
553.5,8.03,0.283,-999.25,98.02,0.378,-999.25,0.334,5.22,1.521,-999.25,66.45,
554,8.03,0.29,-999.25,93.48,0.376,-999.25,0.336,5.43,1.521,-999.25,66.02,
554.5,8.03,0.295,-999.25,101.04,0.393,-999.25,0.347,5.66,1.522,-999.25,65.78,
555,8.02,0.295,-999.25,100.66,0.37,-999.25,0.335,5.69,1.5,-999.25,65.27,
555.5,8.02,0.295,-999.25,112,0.376,-999.25,0.338,5.52,1.468,-999.25,65,
556,8.02,0.292,-999.25,104.07,0.359,-999.25,0.327,5.74,1.464,-999.25,64.37,
556.5,8.02,0.288,-999.25,97.26,0.379,-999.25,0.337,6.03,1.47,-999.25,64.37,
557,8.01,0.279,-999.25,95.37,0.376,-999.25,0.331,6.43,1.476,-999.25,63.98,
557.5,8.02,0.272,-999.25,90.84,0.364,-999.25,0.321,7,1.517,-999.25,63.98,
558,8.02,0.265,-999.25,110.11,0.326,-999.25,0.297,9.74,1.608,-999.25,63.75,
558.5,7.96,0.266,-999.25,102.93,0.298,-999.25,0.282,8.76,1.542,-999.25,63.75,
559,8.01,0.27,-999.25,88.19,0.355,-999.25,0.315,6.38,1.469,-999.25,63.75,
559.5,8.01,0.274,-999.25,99.15,0.369,-999.25,0.325,6.97,1.497,-999.25,63.75,
560,7.99,0.279,-999.25,98.02,0.376,-999.25,0.331,6.95,1.502,-999.25,63.75,
560.5,8.03,0.287,-999.25,105.7,0.371,-999.25,0.332,6.36,1.443,-999.25,63.71,
561,8.06,0.295,-999.25,96.88,0.372,-999.25,0.336,6.64,1.472,-999.25,63.52,
561.5,8.05,0.297,-999.25,102.62,0.384,-999.25,0.343,7.68,1.492,-999.25,63.67,
562,8.06,0.297,-999.25,103.21,0.341,-999.25,0.32,6.59,1.456,-999.25,63.67,
562.5,8.05,0.296,-999.25,91.59,0.319,-999.25,0.308,6.05,1.427,-999.25,63.75,
563,8.07,0.293,-999.25,109.36,0.324,-999.25,0.309,6.18,1.456,-999.25,64.04,
563.5,8.06,0.294,-999.25,101.42,0.352,-999.25,0.324,6.53,1.487,-999.25,64.37,
564,8.07,0.295,-999.25,92.35,0.388,-999.25,0.345,6.37,1.514,-999.25,64.37,
564.5,8.08,0.295,-999.25,104.44,0.376,-999.25,0.338,6.43,1.543,-999.25,64.84,
565,8.08,0.291,-999.25,105.96,0.341,-999.25,0.317,6.2,1.566,-999.25,65,
565.5,8.01,0.291,-999.25,97.26,0.358,-999.25,0.326,6.02,1.601,-999.25,65,
566,7.99,0.287,-999.25,100.29,0.376,-999.25,0.334,5.98,1.632,-999.25,65,
566.5,7.99,0.285,-999.25,114.34,0.35,-999.25,0.319,5.85,1.647,-999.25,65,
567,7.99,0.284,-999.25,107.47,0.344,-999.25,0.315,5.62,1.635,-999.25,65,
567.5,7.99,0.288,-999.25,117.3,0.39,-999.25,0.343,5.42,1.65,-999.25,64.96,
568,7.96,0.292,-999.25,100.66,0.385,-999.25,0.342,5.34,1.657,-999.25,65,
568.5,7.99,0.29,-999.25,93.48,0.369,-999.25,0.332,5.36,1.658,-999.25,64.65,
569,7.96,0.286,-999.25,114.27,0.381,-999.25,0.337,5.74,1.677,-999.25,64.37,
569.5,7.95,0.282,-999.25,103.69,0.406,-999.25,0.35,6.14,1.701,-999.25,64.21,
570,7.97,0.279,-999.25,105.2,0.377,-999.25,0.332,6.45,1.718,-999.25,63.98,
570.5,7.96,0.279,-999.25,108.98,0.427,-999.25,0.361,6.23,1.689,-999.25,63.91,
571,7.95,0.283,-999.25,102.93,0.394,-999.25,0.343,6.03,1.657,-999.25,63.75,
571.5,7.96,0.29,-999.25,104.44,0.368,-999.25,0.331,5.8,1.639,-999.25,63.75,
572,7.95,0.289,-999.25,117.3,0.396,-999.25,0.347,6.07,1.678,-999.25,63.71,
572.5,7.96,0.282,-999.25,102.59,0.37,-999.25,0.329,6.25,1.715,-999.25,63.16,
573,7.97,0.276,-999.25,100,0.377,-999.25,0.33,6.31,1.718,-999.25,63.4,
573.5,7.94,0.278,-999.25,106.71,0.408,-999.25,0.349,6.33,1.72,-999.25,63.71,
574,7.96,0.282,-999.25,92.35,0.398,-999.25,0.345,6.1,1.723,-999.25,63.52,
574.5,8.01,0.284,-999.25,104.44,0.404,-999.25,0.349,6.01,1.724,-999.25,63.36,
575,7.98,0.285,-999.25,102.93,0.406,-999.25,0.351,5.9,1.724,-999.25,63.12,
575.5,7.96,0.285,-999.25,106.71,0.358,-999.25,0.324,5.87,1.701,-999.25,63.12,
576,7.96,0.285,-999.25,103.25,0.363,-999.25,0.326,5.79,1.676,-999.25,63.16,
576.5,7.99,0.285,-999.25,108.6,0.358,-999.25,0.324,5.44,1.637,-999.25,63.12,
577,8,0.285,-999.25,101.42,0.376,-999.25,0.334,5.63,1.65,-999.25,63.12,
577.5,8.01,0.284,-999.25,114.65,0.361,-999.25,0.325,5.75,1.644,-999.25,63.12,
578,7.99,0.281,-999.25,99.15,0.348,-999.25,0.316,5.73,1.616,-999.25,62.93,
578.5,7.99,0.282,-999.25,96.13,0.331,-999.25,0.307,5.63,1.572,-999.25,62.5,
579,8.02,0.287,-999.25,102.18,0.35,-999.25,0.32,5.55,1.551,-999.25,62.5,
579.5,8.01,0.291,-999.25,92.72,0.36,-999.25,0.327,5.74,1.572,-999.25,62.11,
580,7.97,0.29,-999.25,94.87,0.373,-999.25,0.334,6.21,1.59,-999.25,61.88,
580.5,8,0.289,-999.25,90.08,0.361,-999.25,0.327,6.31,1.571,-999.25,61.88,
581,8.02,0.292,-999.25,100.66,0.393,-999.25,0.346,6.21,1.536,-999.25,61.88,
581.5,7.97,0.292,-999.25,94.24,0.382,-999.25,0.34,6.15,1.513,-999.25,61.88,
582,8.02,0.29,-999.25,92.85,0.365,-999.25,0.33,6.26,1.501,-999.25,61.8,
582.5,8.02,0.286,-999.25,101.42,0.388,-999.25,0.341,6.41,1.49,-999.25,61.88,
583,8.02,0.286,-999.25,97.26,0.392,-999.25,0.343,6.44,1.464,-999.25,61.84,
583.5,8,0.286,-999.25,98.02,0.35,-999.25,0.32,6.36,1.444,-999.25,61.6,
584,8.01,0.287,-999.25,101.04,0.393,-999.25,0.344,6.58,1.432,-999.25,61.29,
584.5,8,0.291,-999.25,93.86,0.371,-999.25,0.333,6.62,1.419,-999.25,61.25,
585,8,0.293,-999.25,91.97,0.353,-999.25,0.324,6.56,1.403,-999.25,61.41,
585.5,7.96,0.294,-999.25,97.64,0.392,-999.25,0.346,6.74,1.396,-999.25,61.64,
586,7.97,0.294,-999.25,97.32,0.376,-999.25,0.337,6.65,1.394,-999.25,61.8,
586.5,8.01,0.295,-999.25,118.43,0.388,-999.25,0.345,6.66,1.393,-999.25,61.88,
587,8.01,0.295,-999.25,95.75,0.394,-999.25,0.348,6.55,1.397,-999.25,62.3,
587.5,8.01,0.293,-999.25,98.4,0.385,-999.25,0.342,6.51,1.399,-999.25,62.5,
588,8.02,0.29,-999.25,93.48,0.384,-999.25,0.34,6.63,1.413,-999.25,62.5,
588.5,8.02,0.292,-999.25,93.23,0.343,-999.25,0.319,6.38,1.417,-999.25,63.01,
589,7.99,0.297,-999.25,103.31,0.35,-999.25,0.325,5.95,1.404,-999.25,63.12,
589.5,8.01,0.304,-999.25,98.77,0.406,-999.25,0.359,5.84,1.406,-999.25,63.63,
590,7.97,0.304,-999.25,94.05,0.38,-999.25,0.344,5.5,1.409,-999.25,63.75,
590.5,7.99,0.301,-999.25,107.09,0.381,-999.25,0.343,5.37,1.398,-999.25,63.48,
591,7.99,0.296,-999.25,92.35,0.318,-999.25,0.307,5.53,1.393,-999.25,63.44,
591.5,7.99,0.29,-999.25,97.64,0.349,-999.25,0.321,5.02,1.372,-999.25,63.71,
592,8.01,0.279,-999.25,108.23,0.383,-999.25,0.335,6.05,1.431,-999.25,63.87,
592.5,7.99,0.266,-999.25,88.95,0.36,-999.25,0.317,8.52,1.567,-999.25,64.14,
593,7.96,0.263,-999.25,101.42,0.345,-999.25,0.307,11.15,1.636,-999.25,64.26,
593.5,8.05,0.271,-999.25,100.66,0.345,-999.25,0.31,7.08,1.46,-999.25,64.34,
594,8.03,0.282,-999.25,95.28,0.378,-999.25,0.333,5.78,1.379,-999.25,63.91,
594.5,8.03,0.29,-999.25,106.15,0.388,-999.25,0.343,5.9,1.385,-999.25,63.92,
595,8.05,0.293,-999.25,94.99,0.372,-999.25,0.335,5.72,1.367,-999.25,64.37,
595.5,8.07,0.293,-999.25,87.81,0.375,-999.25,0.337,5.7,1.348,-999.25,64.37,
596,8.06,0.29,-999.25,111.69,0.375,-999.25,0.335,6.46,1.371,-999.25,64.73,
596.5,8.03,0.284,-999.25,90.08,0.365,-999.25,0.327,7.25,1.396,-999.25,65,
597,8.03,0.282,-999.25,102.18,0.376,-999.25,0.332,7.36,1.393,-999.25,65.2,
597.5,7.98,0.284,-999.25,99.91,0.388,-999.25,0.34,7.18,1.388,-999.25,65.2,
598,7.99,0.288,-999.25,89.32,0.394,-999.25,0.345,6.93,1.39,-999.25,65.55,
598.5,8.01,0.289,-999.25,97.45,0.357,-999.25,0.325,6.66,1.385,-999.25,65.62,
599,8,0.289,-999.25,99.53,0.378,-999.25,0.336,6.57,1.398,-999.25,65.62,
599.5,8,0.289,-999.25,97.26,0.331,-999.25,0.311,6.69,1.418,-999.25,65.62,
600,7.97,0.291,-999.25,85.17,0.346,-999.25,0.32,7.24,1.444,-999.25,65.62,
600.5,7.97,0.291,-999.25,95.37,0.359,-999.25,0.327,6.68,1.424,-999.25,65.82,
601,7.99,0.289,-999.25,96.13,0.37,-999.25,0.332,6.12,1.402,-999.25,65.94,
601.5,7.99,0.29,-999.25,80.25,0.342,-999.25,0.317,6.33,1.422,-999.25,66.09,
602,7.95,0.291,-999.25,98.59,0.337,-999.25,0.315,6.55,1.438,-999.25,66.29,
602.5,7.97,0.291,-999.25,103.69,0.361,-999.25,0.328,6.5,1.448,-999.25,66.33,
603,7.98,0.287,-999.25,102.18,0.34,-999.25,0.315,6.59,1.46,-999.25,66.76,
603.5,7.95,0.279,-999.25,91.21,0.342,-999.25,0.312,7.43,1.51,-999.25,66.76,
604,7.92,0.276,-999.25,102.93,0.334,-999.25,0.306,8.1,1.552,-999.25,67.07,
604.5,7.94,0.279,-999.25,97.26,0.312,-999.25,0.296,6.92,1.5,-999.25,66.88,
605,7.98,0.284,-999.25,88.19,0.354,-999.25,0.321,6.14,1.459,-999.25,67.19,
605.5,8,0.289,-999.25,97.64,0.35,-999.25,0.321,6.39,1.488,-999.25,67.38,
606,8.02,0.289,-999.25,94.62,0.345,-999.25,0.318,6.8,1.517,-999.25,67.5,
606.5,8,0.289,-999.25,103.31,0.327,-999.25,0.309,6.7,1.522,-999.25,67.73,
607,7.98,0.287,-999.25,93.1,0.354,-999.25,0.322,6.45,1.512,-999.25,68.13,
607.5,7.98,0.286,-999.25,99.15,0.362,-999.25,0.326,6.82,1.544,-999.25,68.59,
608,7.99,0.286,-999.25,92.72,0.335,-999.25,0.311,7.4,1.584,-999.25,68.75,
608.5,8,0.287,-999.25,84.03,0.356,-999.25,0.323,6.98,1.582,-999.25,69.22,
609,7.97,0.286,-999.25,109.74,0.36,-999.25,0.325,6.82,1.591,-999.25,69.38,
609.5,7.96,0.281,-999.25,103.69,0.328,-999.25,0.305,6.84,1.605,-999.25,69.57,
610,7.99,0.277,-999.25,95.37,0.315,-999.25,0.297,6.63,1.595,-999.25,69.96,
610.5,7.96,0.275,-999.25,88.95,0.345,-999.25,0.312,6.24,1.577,-999.25,70,
611,8.01,0.278,-999.25,99.15,0.336,-999.25,0.308,6.21,1.569,-999.25,70.38,
611.5,8.02,0.279,-999.25,103.31,0.36,-999.25,0.322,6.48,1.585,-999.25,70.62,
612,8.01,0.281,-999.25,108.22,0.342,-999.25,0.313,6.29,1.568,-999.25,70.62,
612.5,8.01,0.282,-999.25,101.42,0.368,-999.25,0.328,5.78,1.522,-999.25,70.62,
613,8,0.285,-999.25,94.24,0.365,-999.25,0.327,6.13,1.54,-999.25,70.94,
613.5,8.01,0.284,-999.25,98.4,0.367,-999.25,0.328,6.42,1.56,-999.25,71.17,
614,7.99,0.284,-999.25,101.8,0.382,-999.25,0.337,6.51,1.562,-999.25,71.45,
614.5,7.99,0.281,-999.25,103.69,0.386,-999.25,0.338,6.79,1.574,-999.25,71.48,
615,7.97,0.277,-999.25,94.62,0.376,-999.25,0.33,6.85,1.568,-999.25,71.87,
615.5,7.97,0.275,-999.25,102.55,0.367,-999.25,0.324,6.37,1.541,-999.25,71.91,
616,8.03,0.274,-999.25,100.29,0.388,-999.25,0.336,6.6,1.546,-999.25,72.11,
616.5,8.05,0.275,-999.25,94.62,0.417,-999.25,0.353,6.66,1.557,-999.25,72.42,
617,8.05,0.277,-999.25,88.19,0.388,-999.25,0.337,6.59,1.533,-999.25,72.58,
617.5,8.08,0.28,-999.25,102.55,0.371,-999.25,0.329,6.03,1.513,-999.25,73.12,
618,8.04,0.283,-999.25,92.73,0.36,-999.25,0.324,6.13,1.528,-999.25,73.32,
618.5,8.02,0.286,-999.25,105.2,0.369,-999.25,0.33,6.42,1.562,-999.25,73.59,
619,8.03,0.287,-999.25,97.26,0.4,-999.25,0.348,6.39,1.582,-999.25,73.75,
619.5,8.02,0.289,-999.25,97.26,0.379,-999.25,0.337,6.2,1.597,-999.25,73.83,
620,8.01,0.287,-999.25,94.99,0.362,-999.25,0.327,6.16,1.613,-999.25,74.23,
620.5,8.04,0.284,-999.25,98.4,0.371,-999.25,0.33,6.07,1.609,-999.25,74.38,
621,8.07,0.286,-999.25,105.96,0.36,-999.25,0.325,5.9,1.599,-999.25,74.41,
621.5,8.05,0.283,-999.25,101.04,0.362,-999.25,0.325,5.82,1.626,-999.25,74.92,
622,8.05,0.285,-999.25,104,0.379,-999.25,0.335,5.9,1.637,-999.25,75,
622.5,8.02,0.282,-999.25,94.24,0.379,-999.25,0.334,5.92,1.654,-999.25,75,
623,8.03,0.282,-999.25,101.04,0.341,-999.25,0.313,5.86,1.651,-999.25,75.63,
623.5,8.06,0.283,-999.25,97.92,0.344,-999.25,0.315,5.74,1.655,-999.25,75.63,
624,8.07,0.28,-999.25,98.77,0.342,-999.25,0.313,5.98,1.684,-999.25,75.9,
624.5,8.1,0.28,-999.25,91.97,0.351,-999.25,0.317,5.87,1.686,-999.25,75.63,
625,8.1,0.281,-999.25,94.99,0.337,-999.25,0.31,5.8,1.68,-999.25,76.07,
625.5,8.08,0.284,-999.25,88.19,0.377,-999.25,0.334,5.8,1.673,-999.25,76.17,
626,8.09,0.285,-999.25,96.51,0.363,-999.25,0.326,5.83,1.671,-999.25,76.25,
626.5,8.02,0.283,-999.25,101.8,0.392,-999.25,0.342,5.72,1.673,-999.25,76.25,
627,8.01,0.284,-999.25,103.31,0.374,-999.25,0.332,5.59,1.656,-999.25,76.25,
627.5,8,0.286,-999.25,91.97,0.386,-999.25,0.34,5.59,1.659,-999.25,76.33,
628,8,0.289,-999.25,110.11,0.359,-999.25,0.326,5.64,1.661,-999.25,76.6,
628.5,8.02,0.285,-999.25,99.53,0.357,-999.25,0.323,5.38,1.642,-999.25,76.64,
629,8.01,0.283,-999.25,93.86,0.347,-999.25,0.317,5.21,1.63,-999.25,76.64,
629.5,8.01,0.284,-999.25,95.69,0.346,-999.25,0.317,5.1,1.622,-999.25,76.72,
630,8.01,0.29,-999.25,102.65,0.362,-999.25,0.328,5.24,1.63,-999.25,76.88,
630.5,8.02,0.291,-999.25,101.42,0.331,-999.25,0.312,5.27,1.643,-999.25,76.88,
631,7.99,0.286,-999.25,109.8,0.332,-999.25,0.31,5.47,1.659,-999.25,77.03,
631.5,8,0.28,-999.25,99.28,0.38,-999.25,0.334,5.39,1.64,-999.25,77.15,
632,8,0.282,-999.25,90.46,0.378,-999.25,0.333,5.14,1.619,-999.25,77.15,
632.5,7.99,0.285,-999.25,98.77,0.363,-999.25,0.326,4.94,1.599,-999.25,77.34,
633,8.01,0.29,-999.25,90.84,0.408,-999.25,0.354,5.01,1.611,-999.25,77.42,
633.5,8,0.292,-999.25,90.46,0.406,-999.25,0.354,4.93,1.606,-999.25,77.31,
634,8.01,0.296,-999.25,107.47,0.356,-999.25,0.327,4.74,1.579,-999.25,77.5,
634.5,8.02,0.297,-999.25,83.65,0.351,-999.25,0.325,4.64,1.565,-999.25,77.5,
635,8.02,0.292,-999.25,102.18,0.375,-999.25,0.336,4.57,1.556,-999.25,77.62,
635.5,8.03,0.291,-999.25,87.81,0.356,-999.25,0.325,4.66,1.567,-999.25,77.58,
636,8.01,0.294,-999.25,93.1,0.382,-999.25,0.341,4.73,1.571,-999.25,77.77,
636.5,8.04,0.301,-999.25,100.41,0.429,-999.25,0.371,4.79,1.575,-999.25,78.05,
637,8.01,0.3,-999.25,97.26,0.403,-999.25,0.355,5,1.592,-999.25,78.05,
637.5,8.02,0.298,-999.25,108.6,0.383,-999.25,0.343,4.88,1.57,-999.25,78.13,
638,8.03,0.296,-999.25,95.75,0.385,-999.25,0.343,4.61,1.538,-999.25,78.13,
638.5,8,0.297,-999.25,86.3,0.382,-999.25,0.342,4.67,1.545,-999.25,78.2,
639,8.01,0.297,-999.25,97.26,0.348,-999.25,0.324,4.91,1.572,-999.25,78.32,
639.5,7.99,0.298,-999.25,90.46,0.351,-999.25,0.326,4.82,1.547,-999.25,78.24,
640,8.01,0.301,-999.25,90.08,0.373,-999.25,0.339,4.6,1.511,-999.25,78.71,
640.5,8.03,0.306,-999.25,107.47,0.386,-999.25,0.348,4.44,1.484,-999.25,78.75,
641,8.03,0.309,-999.25,98.77,0.381,-999.25,0.347,4.51,1.479,-999.25,78.75,
641.5,8.04,0.308,-999.25,94.62,0.394,-999.25,0.354,4.65,1.478,-999.25,79.06,
642,8.07,0.297,-999.25,106.46,0.406,-999.25,0.356,4.76,1.472,-999.25,79.37,
642.5,8.07,0.284,-999.25,102.93,0.378,-999.25,0.334,4.88,1.471,-999.25,79.69,
643,8.01,0.273,-999.25,84.41,0.324,-999.25,0.3,5.2,1.494,-999.25,80,
643.5,8.02,0.281,-999.25,97.26,0.339,-999.25,0.311,4.85,1.461,-999.25,80.12,
644,8.02,0.297,-999.25,99.53,0.381,-999.25,0.342,4.27,1.373,-999.25,80.62,
644.5,8.01,0.314,-999.25,116.16,0.38,-999.25,0.349,3.82,1.321,-999.25,80.7,
645,8.01,0.322,-999.25,110.11,0.377,-999.25,0.351,3.54,1.28,-999.25,81.25,
645.5,8.05,0.327,-999.25,117.3,0.435,-999.25,0.385,3.08,1.21,-999.25,81.25,
646,8.05,0.33,-999.25,115.03,0.456,-999.25,0.398,2.73,1.123,-999.25,80.96,
646.5,8,0.324,-999.25,122.27,0.443,-999.25,0.388,2.92,1.195,-999.25,80.39,
647,8.02,0.313,-999.25,113.14,0.377,-999.25,0.346,4.04,1.354,-999.25,80,
647.5,8,0.304,-999.25,104.07,0.397,-999.25,0.354,4.91,1.454,-999.25,79.41,
648,7.99,0.301,-999.25,100.29,0.425,-999.25,0.368,4.63,1.443,-999.25,79.26,
648.5,7.99,0.295,-999.25,98.4,0.407,-999.25,0.355,4.42,1.435,-999.25,79.02,
649,7.99,0.288,-999.25,115.78,0.415,-999.25,0.357,4.52,1.449,-999.25,78.91,
649.5,8,0.284,-999.25,98.02,0.403,-999.25,0.349,4.7,1.481,-999.25,78.75,
650,7.99,0.286,-999.25,101.42,0.374,-999.25,0.333,4.88,1.51,-999.25,78.71,
650.5,7.98,0.288,-999.25,108.98,0.352,-999.25,0.322,4.91,1.519,-999.25,78.36,
651,7.99,0.287,-999.25,100.85,0.342,-999.25,0.316,4.87,1.531,-999.25,78.4,
651.5,8,0.288,-999.25,96.51,0.381,-999.25,0.338,5.06,1.562,-999.25,78.4,
652,7.97,0.291,-999.25,109.36,0.383,-999.25,0.34,5.31,1.597,-999.25,78.13,
652.5,7.97,0.291,-999.25,82.9,0.368,-999.25,0.332,5.25,1.599,-999.25,78.13,
653,8,0.29,-999.25,108.22,0.363,-999.25,0.329,5.1,1.572,-999.25,78.13,
653.5,8,0.285,-999.25,97.07,0.353,-999.25,0.321,4.89,1.586,-999.25,78.13,
654,8,0.284,-999.25,95.75,0.341,-999.25,0.314,5.13,1.62,-999.25,78.13,
654.5,8.01,0.282,-999.25,101.8,0.341,-999.25,0.313,5.22,1.648,-999.25,78.05,
655,8.02,0.282,-999.25,92.35,0.371,-999.25,0.33,5.37,1.646,-999.25,78.13,
655.5,8.05,0.28,-999.25,95.75,0.347,-999.25,0.315,5.27,1.643,-999.25,77.62,
656,7.98,0.276,-999.25,108.6,0.338,-999.25,0.309,5.41,1.668,-999.25,77.5,
656.5,7.94,0.271,-999.25,98.4,0.339,-999.25,0.307,5.98,1.723,-999.25,77.38,
657,7.94,0.271,-999.25,94.99,0.326,-999.25,0.3,5.75,1.702,-999.25,77.28,
657.5,7.93,0.274,-999.25,91.43,0.439,-999.25,0.366,5.29,1.647,-999.25,76.91,
658,7.94,0.276,-999.25,97.26,0.422,-999.25,0.357,5.21,1.653,-999.25,76.84,
658.5,7.96,0.274,-999.25,101.42,0.364,-999.25,0.322,5.28,1.656,-999.25,76.52,
659,7.96,0.27,-999.25,102.18,0.342,-999.25,0.308,5.35,1.645,-999.25,76.41,
659.5,7.97,0.27,-999.25,106.71,0.35,-999.25,0.313,5.37,1.639,-999.25,76.29,
660,7.97,0.272,-999.25,101.8,0.388,-999.25,0.335,5.47,1.631,-999.25,76.25,
660.5,7.96,0.277,-999.25,102.84,0.412,-999.25,0.351,5.51,1.617,-999.25,76.17,
661,7.98,0.281,-999.25,97.64,0.337,-999.25,0.31,5.49,1.601,-999.25,75.98,
661.5,8.01,0.286,-999.25,110.49,0.355,-999.25,0.322,5.48,1.578,-999.25,75.88,
662,7.99,0.285,-999.25,104.44,0.377,-999.25,0.334,5.37,1.555,-999.25,75.63,
662.5,8,0.281,-999.25,89.42,0.385,-999.25,0.337,5.41,1.553,-999.25,75.63,
663,8,0.278,-999.25,91.97,0.356,-999.25,0.319,5.41,1.544,-999.25,75.48,
663.5,7.99,0.278,-999.25,92.41,0.353,-999.25,0.318,5.59,1.549,-999.25,75.63,
664,7.96,0.281,-999.25,94.99,0.347,-999.25,0.316,5.81,1.555,-999.25,75.31,
664.5,7.96,0.282,-999.25,96.51,0.344,-999.25,0.315,5.68,1.532,-999.25,75.27,
665,7.98,0.283,-999.25,93.77,0.368,-999.25,0.328,5.68,1.521,-999.25,75,
665.5,7.97,0.279,-999.25,101.8,0.37,-999.25,0.328,5.81,1.52,-999.25,74.96,
666,7.96,0.277,-999.25,112.76,0.364,-999.25,0.323,5.79,1.496,-999.25,74.6,
666.5,8,0.275,-999.25,98.4,0.328,-999.25,0.303,5.5,1.461,-999.25,74.38,
667,8.05,0.281,-999.25,101.42,0.352,-999.25,0.318,5.86,1.476,-999.25,74.38,
667.5,8.01,0.285,-999.25,93.48,0.342,-999.25,0.315,6.37,1.504,-999.25,74.23,
668,8.01,0.284,-999.25,109.45,0.371,-999.25,0.33,5.98,1.46,-999.25,74.14,
668.5,7.99,0.279,-999.25,96.51,0.346,-999.25,0.314,5.73,1.444,-999.25,74.26,
669,8.01,0.275,-999.25,102.93,0.333,-999.25,0.305,5.81,1.466,-999.25,74.38,
669.5,8.03,0.276,-999.25,101.42,0.343,-999.25,0.311,6.74,1.523,-999.25,74.38,
670,8,0.276,-999.25,88.57,0.373,-999.25,0.328,7.25,1.571,-999.25,74.77,
670.5,8,0.278,-999.25,94.62,0.335,-999.25,0.308,6.21,1.542,-999.25,75.27,
671,7.99,0.28,-999.25,109.07,0.317,-999.25,0.299,5.99,1.529,-999.25,75.39,
671.5,7.98,0.277,-999.25,98.77,0.305,-999.25,0.291,5.26,1.506,-999.25,75.92,
672,7.98,0.262,-999.25,91.21,0.352,-999.25,0.31,6.09,1.566,-999.25,76.25,
672.5,7.96,0.242,-999.25,97.64,0.318,-999.25,0.283,6.88,1.679,-999.25,76.44,
673,7.9,0.233,-999.25,99.15,0.284,-999.25,0.26,8.85,1.759,-999.25,76.25,
673.5,7.94,0.241,-999.25,98.4,0.296,-999.25,0.27,7.41,1.639,-999.25,76.25,
674,8.02,0.258,-999.25,93.1,0.38,-999.25,0.325,5.14,1.481,-999.25,76.25,
674.5,8.02,0.273,-999.25,100.29,0.382,-999.25,0.332,4.6,1.411,-999.25,76.68,
675,8.06,0.283,-999.25,86.3,0.346,-999.25,0.316,4.87,1.425,-999.25,76.88,
